15.500000, 0.269000, 3.500000, 0.850000, 0.000000, 0.000081, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000002, -0.000000, 0.000000 
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.427066, 0.000000, 0.000000
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.427306, 0.000000, 0.000000
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.427637, 0.000000, 0.000000
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.428050, 0.000000, 0.000000
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.428501, 0.000000, 0.000000
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.428935, 0.000000, 0.000000
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.429155, 0.000000, 0.000000
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.429380, 0.000000, 0.000000
0.293335, -0.000353, 0.000000, 0.000000, 0.000000, 0.018925, -0.001314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1680837767.430483, 0.000000, 0.000000
